ā 吖呵啊腌錒锕阿
tà 傝嗒嚃嚺崉拓挞搨撻榻橽毾沓涾漯澾濌狧禢粏誻譶踏蹋蹹躂躢遝錔鎉鎑闒闟闥闼阘鞈鞜鞳㳠䑽
ta 侤
tāi 台囼孡珆胎苔
tái 儓台坮嬯抬擡斄旲枱檯炱炲箈籉臺苔菭薹跆邰颱駘骀鮐鲐
tǎi 呔奤
tài 冭太夳忕忲态態汏汰汱泰溙燤肽舦酞鈦钛㑀䣭
tān 啴嘽坍怹摊擹攤滩潬灘痑瘫癱舑貪贪
tán 倓嘾坛埮墰墵壇壜婒弹弾彈惔憛昙曇榃橝檀潭澹燂痰磹繵罈罎藫覃談譚譠谈谭貚郯醈醰錟锬镡顃
tǎn 僋儃嗿坦忐憳憻暺毯璮緂菼袒襢醓鉭钽
tàn 倓傝僋叹嘆埮宕探歎湠炭碳舕㶒
tāng 劏嘡汤湯羰耥薚蝪趟蹚鏜铴镗闛鞺鼞㓥
táng 傏唐啺坣堂塘嵣愓搪棠榶樘橖溏漟煻瑭磄禟篖糃糖糛膅膛蓎螗螳赯踼鄌醣鎕鏜镗闛隚餹饄饧鶶
tǎng 伖倘偒傥儻埫帑惝戃曭淌灙爣矘耥躺鎲钂镋
tàng 摥烫燙趟鐋铴
tāo 叨夲夵嫍幍弢慆抭掏搯槄涛涭滔濤焘瑫絛縚縧绦詜謟轁鞱韜韬飸饕
táo 匋咷啕桃梼檮洮淘祹綯绹萄蜪裪跳迯逃醄鋾陶鞀鞉饀駣騊鼗䄻
tǎo 討讨
tào 套㚐
tè 忑忒慝特犆蟘貸鋱铽
te 脦
tēi 忒
tēng 熥膯鼟
téng 儯幐滕漛疼痋籐籘縢腾藤虅螣誊謄邆駦騰驣鰧䲢
tèng 霯
tī 体剔擿梯踢銻锑體鷈鷉䴘
tí 偍傂厗啼嗁媂媞崹徲惿提桋渧漽珶瑅睼碮磃禔禵稊綈緹绨缇罤苐荑蕛褆謕趧蹄蹏遆醍鍗題题騠鮷鯷鳀鵜鶗鶙鷤鹈
tì 俶倜剃啑嚏嚔奃屉屜屟弟悌悐惕惖戻挮掦揥替朑棣歒殢涕瓋眣笹籊綈绨薙裼褅趯逖逷髰鬀鬄㯩䏲䢰
tiān 兲呑天婖添酟靔靝黇
tián 佃塡填屇恬搷沺湉璳甛甜田甸畋畑畠盷碵磌窴緂胋菾钿闐阗鴫鷆鷏
tiǎn 倎唺奵忝悿捵晪殄淟琠痶睓紾腆舔覥觍賟銛銽錪铦餂㐁㖭㥏䩄
tiàn 掭琠瑱舚菾㐁
tiāo 佻庣恌挑旫条條祧聎
tiáo 岧岹朷条條樤祒笤芀苕萔蓚蓧蓨蜩調调迢銚鋚鎥铫鞗髫鯈鰷鲦齠龆
tiǎo 嬥宨挑斢晀朓窕窱脁誂
tiào 啁眺粜糶絩覜趒跳
tiē 帖怗聑萜貼贴跕
tiě 僣帖蛈鉄銕鐡鐵铁驖
tiè 呫帖飻餮
tīng 厅厛听庁庍廰廳桯汀渟烃烴綎耓聴聼聽鞓
tíng 亭停婷嵉庭廷楟榳渟筳聤莛葶蜓蝏諪邒閮霆鼮䗴
tǐng 侱侹圢娗挺梃涏烶珽町甼脡艇誔鋌铤閮頲颋䋼
tìng 忊梃濎
tǒu 妵敨斢紏蘣钭飳黈㪗
tǐ 体徥挮躰軆骵體
tōng 嗵囲恫樋炵痌絧蓪通
tóng 仝佟侗偅僮勭同哃垌峂峒峝庝彤晍曈朣桐橦氃洞浵潼烔燑犝狪獞痌眮瞳砼硧秱穜童粡絧膧茼蚒詷赨酮鉖鉵銅铜餇鮦鲖㠉㸗䶱
tǒng 侗捅桶筒筩統綂统㛚
tòng 同恸慟憅痛衕通
tōu 偷偸婾媮愉緰鋀鍮
tóu 亠头投頭骰
tòu 埱透
tou 头
tū 凸堗宊嶀怢捸涋湥痜禿秃突葖鋵鵚鼵
tú 凃啚図图圖圗塗墿屠峹嵞庩廜徒悇捈揬摕梌檡涂潳瑹瘏稌筡腯荼莵菟蒤趃跿途酴鈯鍎馟駼鵌鶟鷋鷵
tǔ 吐唋土圡釷钍㐋
tù 兎兔吐唋堍莵菟迌鋀鵵
tu 汢
tuān 湍煓猯貒䝎䵎
tuán 剸团団團塼慱抟揣摶槫檲漙篿糰鏄鷒鷻
tuǎn 圕墥畽疃
tuàn 彖湪猯褖貒
tuī 忒推蓷藬讉
tuí 僓墤尵弚弟橔穨蘈蹪隤頹頺頽颓魋
tuǐ 俀僓聉腿蹆骽
tuì 侻娧煺蛻蜕褪退駾㦌㷟
tūn 吞呑啍噋憞旽暾朜涒焞䵍
tún 囤坉屯庉忳臀臋芚蛌豘豚軘霕飩饨魨鲀黗
tǔn 氽
tùn 褪㧷
tuō 乇仛侂咃咜啴圫托扡拕拖挩捝杔汑沰涶脫脱莌袉袥託讬飥饦馲魠鮵䴱
tuó 佗侻坨堶媠岮柁槖橐沱沲狏砣砤碢紽袉詑跎酡鉈鋖铊阤陀陁馱駄駝駞騨驒驝驮驼鮀鴕鸵鼉鼍鼧
tuǒ 妥嫷庹彵撱椭楕橢鬌鰖鵎䲊
tuò 唾嶞拓柝毤毻涶箨籜萚蘀跅
wā 凹劸哇唲啘嗗坬娲媧屲徍挖搲攨洼溛漥瓾畖穵窊窐窪蛙韈鮭鼃
wá 娃
wǎ 佤咓搲瓦砙邷㧚
wà 嗢婠帓搲瓦聉腽膃袜襪韎韤䠚
wa 哇
wāi 咼喎歪瀤竵㖞㗏
wǎi 崴
wài 外顡
wān 剜埦塆壪夗婠帵弯彎捥毌湾潫灣睕蜿豌鋺㘤
wán 丸刓完岏抏捖杬汍烷玩琓笂紈纨翫芄蚖貦頑顽
wǎn 倇唍埦夗夘婉宛惋惌挽捥晚晥晩晼梚椀涴琬畹皖盌碗箢綩綰绾脘莞莬菀萖踠輓鋔鋺
wàn 万卍卐妧忨捥掔杤槾澫瞣絻綄脕腕萬蔓薍蟃贃贎輐鋄錽鎫㸘䥑
wāng 尢尣尩尪尫汪瀇㑌
wáng 亡亾仼兦朚王莣蚟
wǎng 彺往徃忹惘抂暀枉棢瀇網网罒罓罔罖菵蛧蝄誷輞辋迬魍㲿
wàng 妄徍忘旺暀望朢王盳迋
wēi 倭偎危喴委威媙崴嵔嶶巍微愄揋揻椳楲溦烓煨燰癐癓縅葨葳薇蜲蝛覣詴逶隇隈霺鰃鰄鳂
wéi 为唯喡囗囲围圍圩壝媁峗峞嵬帏帷幃惟撝桅欈沩洈涠湋溈潍潙潿濰為爲犩琟矀硙維维蓶覹违違鄬醀鍏闈闱隹韋韦鮠
wěi 亹伟伪偉偽僞儰厃唩委娓媁寪尾屗崣嵔嶉廆徫愇捤捼撱斖暐梶椲洧浘渨濻瀢炜煒猥玮瑋瓗痏痿碨磈緯纬腲艉芛苇荱萎葦蒍蔿薳蜼諉诿踓鍡隗韑韙韡韪頠颹骩骪骫鮪鲔㟪㠕䃬䲊
wèi 为位卫叞味喂喡墛媦尉慰懀未渭為煟熭爲犚猚猬瓗畏瞆硙碨磑緭罻胃苿菋蔚藯蘶蝟螱衛衞褽謂讆讏谓躗躛軎轊遗鏏霨餧餵饖魏鮇鳚
wēn 塭昷榅榲殟温溫瑥瘟緼縕缊蕰豱輼轀辒鎾鞰韫饂鰛鰮鳁
wén 彣文炆玟珳瘒紋繧纹聞芠蚉蚊螡蟁閺閿闅闦闻阌雯馼駇魰鳼鴍鼤㐎
wěn 伆刎吻呅呡忞忟抆桽歾稳穏穩紊肳脗
wèn 問妏揾搵汶渂璺紋絻纹莬问顐
wēng 嗡滃翁聬螉鎓鶲鹟䩺
wěng 勜塕奣嵡攚暡滃瞈蓊
wèng 瓮甕罋蕹齆
wō 倭唩喔挝撾涡涹渦濄猧窝窩緺莴萵薶蜗蝸踒
wǒ 咼婐婑我捰䰀
wò 仴偓卧媉幄捾握斡枂楃沃涴渥濣焥瓁瞃硪肟腛臒臥馧齷龌龏
wū 乌僫兀剭呜嗚圬屋巫弙恶惡扜扝於杅杇歍汙汚污洿烏窏箼螐誈誣诬邬鄔釫鋘鎢钨鰞鴮
wú 亡吳吴吾呉唔墲娪峿捂无梧橆毋洖浯無珸璑祦禑芜茣莁蕪蜈蟱譕郚鋘鋙铻鯃鵐鷡鹀鼯㐚㹳
wǔ 乄五仵伍侮倵儛午啎堥妩娒娬嫵庑廡忤怃憮捂摀旿武潕熓牾玝珷瑦甒瞴碔膴舞躌迕逜陚鵡鹉㐅㐏㵲
wù 乌俉兀务務勿卼坞塢奦娪婺寤屼岉嵍嵨忢恶悞悟悮惡戊扤敄旿晤杌柮沕渞溩焐熃物痦矹窹粅芴蘁誤误趶鋈阢隖雺雾霚霧靰騖骛鶩鹜鼿齀㡔
xī 俙傒僖兮凞卥厀吸咭唏唽嘻噏嚱夕奚娭嬆嬉屖嵠嶲巂巇希徆徯忚怸恓息悉悕惁惜憘扱扸昔晞晰晳暿曦析栖桸榽樨橀欷歙氥汐浠淅渓溪烯焁焈焟焬煕熄熈熙熹熺熻燨爔牺犀犠犧狶獡琋瘜皙睎瞦矽硒碏磎礂稀穸窸粞糦緆繥羛羲翕翖肸肹腊膝舾茜莃菥蒠蜥螅螇蟋蠵裼西觹觽觿誒譆诶谿豀豨豯貕赥蹊邜郗鄎酅醯釐釸錫鏭鐊鑴锡閪隵雟餏饎饻鯑鵗鸂鼷㶉䜣䤈
xí 习喺媳嶍席椺槢檄漝習蒵蓆薂袭襲覡觋謵趘郋鎴隰雭霫飁騱騽驨鰼鳛
xǐ 喜囍壐屣徙憘憙暿杫枲橲歖洒洗漇玺璽瓕矖禧纚葈葸蓰蟢諰謑蹝躧釐鈢鉨鉩銑铣鱚鳃㐂
xì 係傒匸卌呬咥墍屃屓屭忥忾怬恄愾慀戏戯戱戲扢摡椞欪欯滊潝潟澙熂犔盻磶禊稧系細綌縘繫细绤舃舄蒵蕮虩衋覤赩趇郄郤釳钑闟阋隙隟霼餼饩鬩黖䀌
xiā 傄呷煆疨瘕瞎虲虾蝦谺閕颬鰕㗿
xiá 侠俠匣叚埉夹夾峡峽徦捾敮暇柙炠烚狎狭狹珨瑕瘕硖硤碬磍祫笚筪縖翈舝舺蕸螛赮轄辖遐鍜鎋閤陜陿霞騢魻鶷黠䒠䶝
xiǎ 閕閜
xià 丅下乤厦吓唬嚇圷夏夓廈懗梺疜睱罅芐諕鎼鏬㗿
xiān 仙仚佡僊僲先嘕奾姺嬐孅屳廯忺憸掀掺搟攕暹杴枮欦氙珗祆秈籼綅繊纎纖纤苮莶薟褼襳跹蹮躚酰醶銛銽鍁铦锨锬韯韱馦鮮鱻鲜鶱䲆
xián 伭咁咞咸唌啣嗛妶娴娹婱嫌嫺嫻弦憪挦撏涎湺溓澖玹甉痫癇癎盷瞯礥稴絃羬胘臤舷藖蚿蛝衔衘誸諴賢贒贤輱醎銜鑦閑閒闲鷳鷴鷼鹇鹹麙䶠䶢
xiǎn 冼尟尠崄嶮幰彡搟攇显櫶毨洗灦烍燹狝猃獫獮玁禒筅箲藓蘚蚬蜆譣赻跣銑鍌铣险険險韅顕顯鮮鲜㬎
xiàn 僩僴县咞哯垷埳塪壏姭娊宪岘峴憪憲懢搚撊晛槏橌橺涀溓瀗献獻现現県睍粯糮絤綖綫線縣线缐羡羨腺臔臽苋莧見见誢豏軐鋧錎鏾限陥陷霰餡馅麲鼸䶟
xiāng 乡儴勷厢啍廂忀楿欀湘瓖相稥箱緗纕缃膷芗萫葙薌襄郷鄉鄊鄕鑲镶香驤骧鱜麘
xiáng 佭夅庠栙瓨祥絴羊羏翔詳详跭降
xiǎng 享亯响想晑蚃蠁銄響飨餉饗饟饷鮝鯗鱶鲞
xiàng 像勨向嚮姠嶑巷曏橡潒珦相缿蟓衖襐象銗鐌閧闂項项鱌䢽
xiāo 侾削呺哓嗃嘐嘵嚣嚻囂婋宯宵庨彇憢揱撨枭枵梟櫹歊毊消潇瀟灱灲烋焇熇猇獟獢痚痟睄硝硣穘窙箫箾簘簫綃绡翛肖膮莦萧蕭藃虈虓蛸蟂蟏蟰蠨踃逍銷销霄颵驍骁骹髇髐魈鴞鴵鷍鸮
xiáo 姣崤殽洨淆訤誵郩㚣
xiǎo 小晓暁曉皛皢筱筿篠謏
xiào 俏俲傚効咲哮啸嗃嘋嘨嘯孝恔效敩斅斆校歗殽涍熽笑肖薂詨誟
xiē 些娎揳楔歇滊猲獦蝎蠍㱔
xié 偕儶劦勰协協叶嗋嚡垥奊孈峫恊愶慀拹挟挾搚携撷擕擷攜斜旪梋熁燲瑎絜綊緳縀缬翓胁脅脇脋膎蝢衺襭諧讗谐邪鞋鞵颉鮭鲑龤㙦䙎
xiě 写冩寫藛血
xiè 亵伳偞偰僁卨卸噧塮夑契媟寫屑屟屧嶰廨徢懈暬枻栧械榍榝榭樧泄泻洩渫澥瀉瀣灺炧炨烲焎燮爕獬碿祄禼糏紲絏絬緤繲纈绁缷薢薤蟹蠏褉褻觟解觧謝谢躞躠邂靾鞢韘韰齂齘齛齥㨝
xīn 俽噷噺妡嬜廞心忄忻惞新昕杺欣歆炘焮盺芯莘薪訢辛邤鈊鋅鑫锌馨馫䜣
xín 枔礥襑鐔镡鬵
xǐn 伈
xìn 伩信囟孞愖焮脪舋芯衅訫軐釁阠顖馸
xīng 兴垶惺星曐煋狌猩瑆皨篂腥興觪觲謃騂骍鮏鯹
xíng 侀刑哘型娙巠形洐滎硎荥蛵行邢郉鈃鉶銒鋞钘铏陉陘餳饧㐩
xǐng 擤省睲箵醒
xìng 倖兴姓婞嬹幸性悻杏涬睲緈臖荇莕葕鋞
xiōng 兄兇凶匂匈哅忷恟汹洶胷胸芎訩詾讻賯
xióng 熊熋雄
xiǒng 焸焽
xiòng 夐敻詗诇
xiū 休俢修咻庥樇烌羞脙脩臹貅銝鎀鏅飍饈馐髤髹鮴鱃鵂鸺䗛
xiú 苬
xiǔ 宿朽滫潃糔
xiù 嗅嚊宿岫峀溴珛琇璓秀綉繍繡绣臭螑袖褎褏銹鏅鏥鏽锈齅
xū 偦吁嘘噓圩墟姁媭嬃戌揟旴楈欨欻歔歘湏燸疞盱眗砉稰綇緰縃繻胥蓲蕦藇虗虚虛蝑裇訏許諝譃谞鑐需須须顼驉鬚魆魖
xú 俆徐蒣邪
xǔ 休冔呴喣姁暊栩浒湑滸珝盨稰糈蛡詡諿许诩鄦醑
xù 伵侐勖勗卹叙喐嘼垿壻妶婿序怴恓恤惐慉掝敍敘旭旴昫晇朂朐槒欰殈汿沀洫淢湑溆滀漵潊烅烼煦獝珬畜盢瞁矞稸絮続緒緖續绪续聓聟芧蓄藇藚蚼訹賉酗銊頊鱮㕛㦌
xu 蓿
xuān 儇吅咺喧塇媗嬛宣弲愃愋懁揎昍暄梋烜煊煖瑄睻矎禤箮翧翾萱萲蓒蕿藼蘐蝖蠉諠諼譞讂谖軒轩鋗鍹鞙駨駽鰚
xuán 伭县妶嫙悬懸旋暶檈漩玄玹琁璇璿痃縣蜁
xuǎn 咺喛晅烜癣癬选選
xuàn 券夐怰敻旋昡楥楦泫渲炫琄眩眴碹絢縼繏绚蔙衒袨贙鉉鏇铉镟颴䃠
xuē 削疶蒆薛辥辪靴鞾
xué 乴噱壆学學峃嶨敩斈泶澩燢穴茓袕觷踅鷽鸴
xuě 彐樰膤艝轌雪鱈鳕
xuè 吷坹岤怴桖泬滈瀥狘疦瞲血謔谑趐
xūn 勋勛勲勳嚑坃埙塤壎壦曛焄煇熏燻爋獯矄窨纁臐薫薰蘍醺
xún 偱咰噚姰寻尋峋巡廵循恂揗攳旬杊栒桪樳毥洵浔潯灥燅燖爓珣璕畃眴紃荀荨蕁蟫蟳詢询郇鄩駨鱏鱘鲟㖊䕭
xùn 伨侚卂噀奞孙孫巺巽徇愻殉殾毥汛浚潠濬熏爋狥稄蕈訊訓訙训讯迅迿逊遜鑂顨馴驯鶽
yā 丫亞压吖呀哑啞圧垭壓孲庘押枒桠椏錏鐚铔雅鴉鴨鵶鸦鸭
yá 伢厑厓堐岈崕崖拁涯漄牙猚玡琊睚笌芽蚜衙邪釾齖䥺
yǎ 厊哑唖啞庌挜掗疋疨痖瘂蕥雅
yà 亚亜亞俹冴劜压圔圠垭埡壓姶娅婭挜掗揠椻氩氬犽猰瓛砑碣磍稏窫聐襾覀訝讶軋轧迓铔齾䝟
ya 呀
yān 傿剦咽墕奄嫣嬮崦嶖恹懕懨樮橪歅殗殷淊淹渰湮漹烟焉焑煙燕珚硽篶胭腌臙菸鄢醃閹閼阉阏黫黰㦔
yán 严厃厳唌啱喦嚴埏塩壛壧妍姸娫娮岩嵒嵓巌巖巗延揅昖梴楌檐櫩欕沿炎炏狿琂盐研硏碞礹筵簷綖羬芫莚蔅虤蜒言訁訮詽讠郔铅閆閻闫阎阽顏顔颜鹽麣㳂䶫
yǎn 乵俨偃儼兖兗剡匽厣厴噞夵奄嬐孍嵃巘巚弇愝戭扊抁掞掩揜晻曮棪椼檿沇渰渷演琰甗眼硽礹窴縯罨萒蝘衍裺褗躽遃郾酓隁隒顩魇魘鰋鶠黡黤黬黭黶鼴鼹齴龂龑㫃䶮
yàn 偐傿匽厌厭咽唁喭嚈嚥囐堰墕妟姲嬊嬮嬿宴彥彦掞敥晏暥曕曣棪椻殗洝溎滟灎灔灧灩烻焔焰焱熖燄燕爓牪猏猒研砚硏硯艳艶艷覎觃觾諺讌讞谚谳豓豔豣贋贗赝軅酀酽醶醼釅隁雁餍饜騐験騴驗驠验鬳鳫鳱鴈鴳鷃鷰齞䜩䶫
yāng 咉央姎抰柍殃泱眏秧胦鉠鍈雵鞅鴦鸯
yáng 佯劷垟婸崵崸徉愓扬揚敭旸昜暘杨楊氜洋炀烊煬玚珜瑒疡瘍眻禓羊羏蛘諹详輰鍚钖阦阳陽霷颺飏鰑鴹鸉
yǎng 仰佒傟养勜卬咉坱岟慃懩攁柍楧氧氱瀁炴痒癢眏礢紻蝆軮飬養駚
yàng 怏恙柍样楧様樣漾瀁烊煬羕詇鞅
yāo 么吆喓夭妖幺撽枖楆殀祅約约腰葽要訞邀鴁鴢㙘
yáo 侥倄傜僥匋嗂垚堯姚媱尧尭峣嶢嶤徭徺恌愮揺搖摇摿暚榣殽滧烑爻猺珧瑤瑶皐磘窑窕窯窰繇肴蘨謠謡谣軺轺遙遥邎銚鎐铫陶隃顤颻飖餆餚鰩鱙鳐㑾㓞
yǎo 仸偠咬婹宎岆抭杳枖柼榚溔狕眑窅窈舀苭蓔闄騕鷕齩㝔䆗䴠䶧
yào 乐崾怮愮曜樂烄熎燿獟疟瘧矅穾窔筄箹纅耀艞药葯薬藥袎要覞詏讑钥靿鷂鹞鼼
yē 倻吔噎掖擨暍椰歋潱窫耶蠮
yé 峫捓揶爷爺瑘耶邪釾鋣鎁铘䥺
yě 也冶嘢埜壄漜野
yè 业亱僷叶咽喝堨墷夜射嶪嶫抴拽捙掖揲擛擪擫晔曄曅曗曳曵枼枽楪業殗洂液澲烨焆煠燁爗璍瓛痷皣瞱瞸礏緤腋葉謁谒邺鄴鍱鎑鐷靥靨頁页餣饁馌驜鵺鸈䲜
ye 亪
yī 一乊伊依医吚咿噫壱壹夁嫛嬄弌悘揖撎椅檹欹毉洢渏漪猗瑿畩祎禕稦繄蛜衣衤譩辷郼醫銥铱鷖鹥黟黳
yí 乁仪侇儀儗冝匜咦圯夷姨媐宐宜宧寲峓嶬嶷巸彛彜彝彞彵怡恞扅拸暆杝柂栘桋椬椸沂沶洟煕熪狋狏珆瓵疑痍眙移箷簃籎羠胰荑萓蛇蛦螔袘觺詒誃謻讉诒貤貽贻跠迆迤迱迻遗遺釶鏔頉頤頥顊颐飴饴鮧鴺㐌
yǐ 乙乚乛以佁倚偯叆叕嬟尾崺已庡扆扡攲攺敧敼旑旖椅檥猗矣礒笖舣艤苡苢蚁蛾螘蟻裿踦輢轙迆迤迱逘酏釔鈘鉯钇顗鳦齮㠯
yì 乂义亄亦亿仡伇伿佚佾俋億儗兿刈劓劮勚勩匇呓呭呹唈嗌囈圛坄垼埶埸墿奕妷嫕嬑寱射屹峄嶧帟帠幆廙异弈弋役忆忔怈怿悒悘悥意憶懌懝懿抑挹掜敡斁易昳晹曀曎杙枍枻栧栺棭榏槸檍欥欭歝殔殪殹毅泄泆浂浥浳湙溢潩澺瀷炈焬焲熠熤熼燚燡燱獈玴異疙疫痬瘗瘞瘱癔益睪瞖秇穓竩篒縊繶繹绎缢羛義羿翊翌翳翼耴肄肊膉臆艗艺艾芅苅萟蓺薏藙藝蘙虉蛡蜴螠衣衪袘袣裔裛褹襼訲訳詍詣誼譯議讛议译诣谊豙豛豷貖貤贀跇軼轶逸邑鄓醳醷釴鈠鎰鐿镒镱阣隿霬食饐駅驛驿骮鮨鯣鶂鶃鶍鷁鷊鷧鷾鸃鹝鹢黓齸㑊㹭
yi 弬
yīn 侌凐喑噾囙因垔堙姻婣愔慇栶欭歅殷氤洇湮溵濦瘖磤禋秵筃絪緸茵荫蒑蔭裀諲銦铟闉阥阴陰陻隂霒霠鞇音韾駰骃齗
yín 乑伒冘吟唫噖嚚圁圻垠夤婬寅峾崟崯斦檭殥泿淫滛烎犾狺珢璌硍碒苂荶蔩蟫訔訚訡誾鄞鈝銀银霪鷣齦龂龈㸒䜣
yǐn 吲尹嶾廴引朄檃檼櫽殷淾濥瘾癮磤粌縯蘟蚓螾讔赺趛輑酓鈏隐隠隱靷飮飲饮㐆㱃
yìn 印垽堷廕廴慭憖憗懚梀洕湚猌癊窨胤茚荫酳隐隠隱飮飲饮鮣䲟
yīng 偀啨嘤噟嚶婴媖嫈嬰孆孾应応愥應撄攖旲朠柍桜楧樱櫻渶瀴焸焽煐珱瑛璎瓔甇甖碤礯緓纓绬缨罂罃罌膺英莺蘡蝧蠳褮譍譻賏軈鑍锳霙韺鴬鶑鶧鶯鷪鷹鸎鸚鹦鹰䓨䧹
yíng 僌営塋夃嬴嵤巆攍桯楹櫿浧溁溋滎滢潆濙濚濴瀅瀛瀠瀯灐灜熒營爃瑩盁盈禜籝籯縈耺茔荥荧莹萤营萦萾蓥藀蛍蝇蝿螢蠅覮謍贏赢迎鎣㼆
yǐng 巊廮影摬景梬浧潁瀴瘿癭矨穎覮郢鐛頴颍颕颖
yìng 媵应応應映暎瀴眏硬膡譍鞕鱦䵴
yō 哟唷喲育
yo 哟喲
yōng 佣傭嗈噰墉壅嫞庸廱慵拥擁槦滽澭灉牅牗痈癕癰臃邕郺鄘銿鏞镛雍雝饔鱅鳙鷛㴩
yóng 喁揘顒颙鰫
yǒng 俑勇勈咏噰埇塎嵱彮怺恿悀惥愑愹慂柡栐永泳涌湧澭甬硧蛹詠踊踴鯒鲬
yòng 佣用砽苚蒏醟㶲
yōu 优優呦嚘妋峳幽忧怮悠憂懮攸櫌泑滺瀀獶獿纋羪耰逌鄾麀
yóu 偤冘尢尤庮怞怣揂斿柚楢櫾汼沋油浟游犹猶猷由甴疣秞繇肬莜莤莸蕕蚰蝣蝤訧輏輶逰遊邮郵鈾铀駀魷鮋鱿鲉㘥
yǒu 丣卣友懮有栯梄楢槱湵牖牗禉羑聈苃莠蜏酉銪铕黝㕛㰶䳑
yòu 亴佑佦侑又右哊唀囿姷孧宥峟幼有柚梎櫾泑牰狖痏祐蚴誘诱貁迶酭釉鼬㕛
yū 吁唹扜扝於淤瘀盓穻箊紆纡込迂迃陓
yú 丂与乻予于亐伃余俞兪喁堣堬妤娛娪娯娱婾媀媮嬩崳嵎嵛愉愚懙扵捓揄於旟杅桙楡楰榆欤歈歟歶渔渝湡漁澞牏狳玗玙瑜璵畬盂睮禺窬竽籅羭腴臾舁舆艅茰萮萸蕍蘛虞虶蝓螸衧褕覦觎諛謣谀踰輿轝逾邘邪酑釪鍝隃隅雓雩餘馀騟骬髃魚魣鮽鯲鰅鱼鷠鸆齵㶛䱷䲣
yǔ 与予伛俁俣偊傴匬噳圄圉宇寙屿嶼庾懙挧敔斔斞楀瑀瘐祤禹穥穻窳羽與萭語语貐鄅雨頨麌齬龉㺄
yù 与俞俼僪儥叞吁吾喅喩喻域堉奥奧妪媀嫗寓尉峪嶎庽彧御忬悆惐愈慾戫捥昱栯棛棜棫櫲欎欝欥欲毓浴淢淯滪潏澚澦灪灹焴煜熨燏燠爩狱獄玉琙琟痏瘉癒矞砡硢硲礇礖礜禦禺秗稢稶篽籞籲粖粥緎罭翑聿肀育芋芌茟菀蒮蓣蓹蔚蕷薁藇蘌蜟蜮袬裕誉語諭譽语谕谷豫軉輍逳遇遹郁醧鈺銉鋊錥鐭钰閾阈隩雤雨霱預预飫饇饫馭驈驭鬰鬱鬻魊鱊鳿鴥鴧鴪鵒鷸鸒鹆鹬龥
yuān 冤剈囦夗嬽宛寃弲悁惌棩涴淵渁渆渊渕灁眢箢肙葾蒬蜎蜵裷鋺駌鳶鴛鵷鸢鸳鹓鼘鼝㠾㾓
yuán 傆元円原厡厵员員喛园圆圎園圓圜垣塬妧媛媴嫄援杬楥榞榬橼櫞沅湲源溒爰猨猿笎緣縁缘羱芫茒蒝薗蚖蝝蝯螈袁褤謜贠轅辕邍邧酛鈨鎱騵魭鶢鶰黿鼋
yuǎn 盶薳远逺遠鋺䛄
yuàn 傆噮垸夗妴媛怨愿掾瑗禐苑衏裫褑远院願
yuē 啘彟扚曰曱矱箹約约
yuě 哕噦
yuè 乐兊兌兑刖哾妜嬳岄岳嶽恱悅悦戉抈捳擽月枂栎楽樂樾櫟泧瀹爚玥矆礿禴篗籆籥籰粤粵臒蘥蚎蚏說説说越趯跀跃躍軏鈅鉞鑰钥钺閱閲阅髺鸑鸙黦龠䈅䶳
yūn 奫晕暈氲氳涒煴煾熅緼縕缊蒀蒕蝹贇赟馧
yún 云伝勻匀员員囩妘愪抣昀橒沄涢溳澐熉畇眃秐筠筼篔紜縜纭耘耺芸蒷蕓郧鄖鋆雲㛣
yǔn 允喗夽抎殒殞熅狁玧磒荺賱鈗阭陨隕霣馻齫齳
yùn 傊员員孕恽惲愠慍晕暈枟榅煇煴熨緷緼縕缊腪蕴薀藴蘊褞貟贠运運郓鄆酝醖醞鞰韗韞韫韵韻餫
zā 匝咂噈帀扎拶桚沞紥紮臜臢迊鉔魳
zá 偺咱囃囋囐杂沯砸襍雑雜雥韴
zǎ 偺咋咱
zāi 哉栽渽溨災灾烖甾畠睵菑賳
zǎi 仔宰崽载
zài 傤儎再在扗抂洅縡載载酨
zān 兂撍橵篸簪簮糌鐕鐟鵤䐶
zán 偺咱喒
zǎn 儧儹噆寁拶揝撍攅攒攢昝桚趱趲㤰
zàn 囋堑攢暂暫濽灒瓉瓒瓚禶穳襸讃讚賛贊赞蹔鄼酂酇錾鏨鏩饡㔆㨻
zan 咱
zāng 匨牂羘脏臧賍賘贓贜赃髒䍧
zǎng 駔驵
zàng 塟奘弉脏臓臟葬蔵藏銺
zāo 傮糟蹧遭醩㯥
záo 凿鑿
zǎo 早枣栆棗澡璅璪繰薻藻蚤䲃
zào 唕唣喿噪慥梍灶煰燥皁皂竃竈簉艁譟趮躁造
zé 则則咋啧嘖嫧帻幘択择擇樍歵沢泎泽溭滜澤灂皟睪瞔矠礋笮箦簀耫舴蔶蠌襗諎謮責賾责赜迮飵鸅齚齰䇥䶡䶦
zè 仄侧側崱庂捑昃昗汄稄
zéi 戝蠈賊贼鰂鱡鲗
zēn 撍
zěn 怎
zèn 譖谮䫈
zēng 増增憎曽曾橧璔矰磳竲縡繒缯罾譄鄫鱛䎖
zèng 囎熷甑綜繒综缯贈赠鋥锃
zhā 偧劄吒咋哳喳奓扎抯挓揸摣柤查査楂樝渣潳皶皻紥紮觰譇飵齄齇㪥䶥
